product_name,category,price,discounted_price,rating,rating_count,review_title,reviewer_name,verified_purchase,review_date
Thinking Fast and Slow,Books,28.93,24.11,5,216,Very satisfied,Steve Z.,Yes,2022-03-28
Slim Fit Jeans,Clothing,80.62,80.62,5,40,Very satisfied,Grace Z.,Yes,2024-12-02
Machine Learning Guide,Books,11.46,11.46,4,38,Very satisfied,Charlie T.,Yes,2022-09-08
Python for Beginners,Books,9.54,9.54,3,20,Decent product,Karen X.,Yes,2023-06-03
Machine Learning Guide,Books,21.83,21.23,5,215,Very satisfied,Bob Q.,Yes,2024-09-12
Winter Coat Warm,Clothing,19.14,19.14,5,289,Worth every penny,Leo B.,Yes,2023-09-04
Power Bank 20000mAh,Electronics,102.76,102.37,3,61,Good for the price,Diana M.,Yes,2023-02-11
Water Filter Pitcher,Home & Kitchen,47.7,43.32,5,4,Amazing quality,Leo O.,Yes,2024-01-09
Clean Code,Books,28.66,28.66,5,17,Best purchase ever,Tina B.,Yes,2022-04-17
Laptop Stand Adjustable,Electronics,92.86,75.7,5,687,Great product!,Leo L.,Yes,2023-03-23
Pull Up Bar Door,Sports,82.69,75.32,5,70,Love it!,Frank U.,Yes,2022-08-20
Laptop Stand Adjustable,Electronics,131.21,131.21,4,293,Great product!,Rachel W.,Yes,2023-04-29
Air Fryer 5L,Home & Kitchen,37.83,37.83,2,195,Disappointed,Charlie R.,Yes,2024-06-08
Coffee Maker Drip,Home & Kitchen,87.5,87.5,4,96,Best purchase ever,Grace E.,Yes,2023-10-27
Dumbbell Set Adjustable,Sports,21.19,20.31,5,46,Best purchase ever,Karen H.,No,2022-01-31
Cotton T-Shirt Classic,Clothing,65.42,53.75,1,25,Would not recommend,Rachel D.,Yes,2022-12-09
Instant Pot 6Qt,Home & Kitchen,45.82,37.49,4,190,Amazing quality,Paul X.,Yes,2023-07-20
Gym Gloves Grip,Sports,96.12,89.88,4,298,Great product!,Steve W.,Yes,2022-09-03
Jump Starter Portable,Automotive,175.92,126.52,5,206,Very satisfied,Grace Y.,Yes,2024-03-21
Python for Beginners,Books,31.0,26.71,5,151,Best purchase ever,Hank K.,Yes,2023-05-13
Webcam 1080p HD,Electronics,45.66,40.89,4,8,Very satisfied,Leo I.,Yes,2022-01-19
Thinking Fast and Slow,Books,23.88,18.2,4,691,Very satisfied,Quinn V.,Yes,2022-03-28
Machine Learning Guide,Books,30.51,22.43,5,320,Worth every penny,Nick I.,Yes,2024-08-31
Lip Balm Natural,Beauty,23.18,21.06,4,69,Great product!,Bob C.,Yes,2022-11-14
Face Moisturizer SPF,Beauty,5.7,5.7,4,782,Great product!,Leo L.,Yes,2024-01-31
Cotton T-Shirt Classic,Clothing,74.47,59.15,4,184,Best purchase ever,Olivia P.,Yes,2022-07-03
Atomic Habits,Books,29.41,29.41,3,174,Okay product,Quinn Q.,Yes,2023-05-25
Data Science Handbook,Books,39.37,35.27,3,275,Does the job,Diana P.,Yes,2022-11-19
Blender High Speed,Home & Kitchen,30.75,30.75,4,334,Highly recommend,Rachel V.,Yes,2024-10-20
Formal Shirt White,Clothing,17.58,17.58,4,213,Amazing quality,Rachel J.,No,2022-07-07
Water Filter Pitcher,Home & Kitchen,104.25,75.62,5,27,Best purchase ever,Olivia T.,No,2023-11-25
Power Bank 20000mAh,Electronics,198.39,198.39,4,82,Very satisfied,Leo Z.,Yes,2022-05-03
Machine Learning Guide,Books,16.45,16.45,5,526,Highly recommend,Charlie G.,Yes,2022-05-03
Magnetic Tiles 60pc,Toys,17.98,13.51,5,50,Very satisfied,Olivia C.,Yes,2023-12-30
Formal Shirt White,Clothing,71.68,64.33,1,93,Broke quickly,Charlie M.,Yes,2022-11-12
Non-Stick Pan Set,Home & Kitchen,67.82,67.82,5,113,Love it!,Frank J.,Yes,2022-08-08
Coffee Maker Drip,Home & Kitchen,61.64,61.64,3,115,Average quality,Charlie D.,No,2022-09-15
Eye Cream Anti-Age,Beauty,11.37,11.04,5,189,Best purchase ever,Frank I.,No,2024-09-26
Hair Dryer Ionic,Beauty,5.53,5.53,3,573,Decent product,Diana W.,Yes,2023-04-22
Shampoo Argan Oil,Beauty,41.48,30.78,4,55,Exceeded expectations,Eve P.,Yes,2023-10-11
Formal Shirt White,Clothing,33.5,26.6,2,25,Poor quality,Eve G.,Yes,2023-12-13
Running Jacket Lite,Clothing,77.35,77.28,5,43,Worth every penny,Quinn U.,Yes,2024-06-17
Air Fryer 5L,Home & Kitchen,134.2,114.5,5,435,Very satisfied,Alice J.,Yes,2023-01-31
Pull Up Bar Door,Sports,50.22,45.14,5,207,Love it!,Nick V.,Yes,2022-02-13
Lip Balm Natural,Beauty,15.55,15.55,2,67,Would not recommend,Rachel E.,Yes,2024-02-13
USB-C Hub 7-in-1,Electronics,89.54,89.54,5,338,Worth every penny,Paul L.,Yes,2024-01-04
Bluetooth Speaker Mini,Electronics,65.78,65.78,4,395,Worth every penny,Nick O.,Yes,2022-10-03
Toaster Oven Digital,Home & Kitchen,110.18,84.24,5,374,Love it!,Alice J.,No,2023-05-29
Science Kit Kids,Toys,74.98,74.98,4,502,Very satisfied,Grace C.,Yes,2022-03-22
Tire Pressure Gauge,Automotive,160.64,140.97,3,58,Good for the price,Alice Z.,Yes,2024-09-20
Coffee Maker Drip,Home & Kitchen,35.69,35.69,1,281,Poor quality,Hank Q.,Yes,2024-06-15
Winter Coat Warm,Clothing,60.85,50.3,4,123,Best purchase ever,Karen N.,Yes,2023-08-27
Smart Watch X200,Electronics,35.18,27.38,5,369,Best purchase ever,Steve K.,Yes,2024-09-30
Instant Pot 6Qt,Home & Kitchen,83.74,62.72,2,260,Not as advertised,Karen P.,Yes,2023-01-24
Hair Dryer Ionic,Beauty,42.31,41.61,5,299,Love it!,Steve V.,No,2023-01-18
Sports Socks Pack,Clothing,53.28,52.32,4,213,Very satisfied,Quinn R.,Yes,2023-12-14
Blender High Speed,Home & Kitchen,100.47,100.47,5,39,Exceeded expectations,Olivia O.,No,2023-10-25
Makeup Brush Set,Beauty,54.39,54.39,4,157,Worth every penny,Jack S.,Yes,2024-08-17
Wireless Earbuds Pro,Electronics,195.09,152.33,4,835,Amazing quality,Eve Z.,Yes,2023-07-18
Foam Roller Deep,Sports,62.59,55.93,5,554,Highly recommend,Jack F.,Yes,2022-11-25
Winter Coat Warm,Clothing,18.4,15.99,3,8,As described,Iris H.,Yes,2022-05-22
Casual Hoodie,Clothing,40.85,34.86,3,36,Average quality,Paul L.,Yes,2024-12-23
Power Bank 20000mAh,Electronics,63.89,63.89,5,28,Exceeded expectations,Jack Y.,Yes,2022-11-14
Atomic Habits,Books,9.39,7.46,5,258,Exceeded expectations,Bob E.,Yes,2024-07-09
Deep Work,Books,25.78,20.98,4,340,Worth every penny,Leo J.,No,2023-08-29
Foam Roller Deep,Sports,73.57,56.96,4,48,Exceeded expectations,Olivia F.,No,2023-06-24
Wireless Earbuds Pro,Electronics,57.43,57.43,5,140,Very satisfied,Tina F.,No,2024-01-22
Laptop Stand Adjustable,Electronics,177.52,160.69,4,367,Highly recommend,Rachel J.,Yes,2024-07-18
Eye Cream Anti-Age,Beauty,34.76,27.77,1,263,Would not recommend,Frank F.,Yes,2022-01-02
Non-Stick Pan Set,Home & Kitchen,100.86,100.86,3,156,Average quality,Eve F.,Yes,2024-11-02
Wireless Earbuds Pro,Electronics,137.42,128.27,5,178,Amazing quality,Hank D.,Yes,2024-02-16
Vitamin C Serum,Beauty,32.5,32.5,5,142,Worth every penny,Bob K.,Yes,2023-01-15
Power Bank 20000mAh,Electronics,140.6,109.96,1,70,Not worth it,Steve E.,Yes,2022-02-08
Atomic Habits,Books,13.75,13.75,4,166,Great product!,Olivia I.,Yes,2024-01-16
Running Jacket Lite,Clothing,73.43,56.3,4,233,Great product!,Leo F.,Yes,2023-05-05
Winter Coat Warm,Clothing,14.81,13.84,5,413,Love it!,Grace R.,No,2023-10-19
Laptop Stand Adjustable,Electronics,188.85,188.85,1,202,Poor quality,Bob V.,Yes,2022-05-10
Resistance Bands Set,Sports,103.56,99.69,3,286,Does the job,Karen L.,Yes,2024-03-04
Lip Balm Natural,Beauty,52.82,49.76,5,34,Exceeded expectations,Eve L.,Yes,2023-01-24
Blender High Speed,Home & Kitchen,118.18,118.18,3,123,Good for the price,Olivia R.,No,2024-12-09
USB-C Hub 7-in-1,Electronics,60.05,60.05,5,1,Great product!,Frank R.,Yes,2024-10-15
Casual Hoodie,Clothing,13.52,10.61,4,56,Highly recommend,Jack D.,Yes,2022-11-12
Running Jacket Lite,Clothing,49.02,49.02,2,259,Poor quality,Alice M.,Yes,2023-08-03
Thinking Fast and Slow,Books,20.9,20.9,4,960,Best purchase ever,Paul Y.,Yes,2023-10-23
Instant Pot 6Qt,Home & Kitchen,30.74,30.74,5,20,Highly recommend,Eve O.,Yes,2024-04-19
Sports Socks Pack,Clothing,66.58,66.58,5,102,Worth every penny,Karen E.,Yes,2023-10-22
Yoga Pants Flex,Clothing,16.65,12.56,5,321,Highly recommend,Alice X.,Yes,2022-08-15
Gym Gloves Grip,Sports,58.07,52.46,4,45,Worth every penny,Rachel Q.,Yes,2022-07-17
Power Bank 20000mAh,Electronics,197.41,170.86,5,161,Very satisfied,Karen U.,Yes,2024-12-07
Casual Hoodie,Clothing,55.74,45.75,4,264,Amazing quality,Jack P.,No,2022-05-17
Clean Code,Books,20.91,16.26,4,191,Love it!,Jack Y.,Yes,2022-03-31
Smart Watch X200,Electronics,118.07,107.91,5,41,Love it!,Steve V.,Yes,2022-09-23
Thinking Fast and Slow,Books,35.42,26.31,1,87,Disappointed,Eve Z.,Yes,2023-01-01
Deep Work,Books,39.81,31.06,2,306,Broke quickly,Steve X.,Yes,2022-03-06
Dash Cam 4K,Automotive,62.77,55.98,4,161,Amazing quality,Olivia K.,Yes,2023-02-18
Slim Fit Jeans,Clothing,50.35,50.35,1,1,Not worth it,Diana X.,Yes,2022-08-08
Car Phone Mount,Automotive,124.64,112.61,3,286,As described,Paul B.,Yes,2024-09-21
Non-Stick Pan Set,Home & Kitchen,67.23,56.29,5,7,Highly recommend,Eve V.,Yes,2023-01-28
Running Jacket Lite,Clothing,67.65,54.54,4,273,Great product!,Rachel D.,Yes,2022-07-22
Machine Learning Guide,Books,19.61,15.41,5,45,Very satisfied,Jack A.,Yes,2022-03-07
Blender High Speed,Home & Kitchen,98.98,84.74,5,634,Very satisfied,Mia T.,No,2024-03-06
Water Filter Pitcher,Home & Kitchen,106.42,103.99,4,91,Highly recommend,Hank O.,Yes,2024-09-30
Smart Watch X200,Electronics,98.72,98.72,4,79,Highly recommend,Leo C.,Yes,2024-12-12
Non-Stick Pan Set,Home & Kitchen,118.71,86.19,4,32,Highly recommend,Karen B.,Yes,2023-06-09
Thinking Fast and Slow,Books,8.56,8.56,5,72,Great product!,Tina U.,Yes,2022-04-11
Vitamin C Serum,Beauty,51.13,48.76,4,418,Highly recommend,Grace S.,Yes,2024-01-21
Sports Socks Pack,Clothing,48.83,35.3,5,1121,Exceeded expectations,Quinn H.,Yes,2023-03-29
Yoga Mat Extra Thick,Sports,86.63,86.63,4,91,Highly recommend,Iris G.,No,2022-05-26
Water Filter Pitcher,Home & Kitchen,137.08,137.08,5,119,Worth every penny,Alice C.,Yes,2022-01-27
Running Jacket Lite,Clothing,20.82,15.1,4,256,Love it!,Rachel O.,Yes,2023-03-04
Toaster Oven Digital,Home & Kitchen,117.02,117.02,4,434,Exceeded expectations,Charlie Q.,Yes,2024-10-03
Water Filter Pitcher,Home & Kitchen,34.89,32.88,5,179,Amazing quality,Mia G.,Yes,2022-06-13
Air Fryer 5L,Home & Kitchen,45.47,45.47,5,99,Very satisfied,Paul K.,Yes,2024-08-16
Water Filter Pitcher,Home & Kitchen,141.42,127.72,3,106,Okay product,Tina T.,Yes,2022-05-05
Knife Set Premium,Home & Kitchen,48.03,35.59,5,237,Very satisfied,Quinn B.,Yes,2024-01-10
Yoga Mat Extra Thick,Sports,88.28,79.94,4,1,Highly recommend,Leo M.,Yes,2024-05-01
Toaster Oven Digital,Home & Kitchen,118.43,101.82,5,193,Exceeded expectations,Eve W.,Yes,2024-01-26
Lip Balm Natural,Beauty,56.95,56.95,5,87,Love it!,Nick L.,Yes,2022-04-30
Air Fryer 5L,Home & Kitchen,97.04,97.04,4,316,Love it!,Mia L.,Yes,2023-06-29
Casual Hoodie,Clothing,43.01,43.01,1,19,Not worth it,Alice J.,No,2024-12-19
Slim Fit Jeans,Clothing,76.93,54.02,4,177,Highly recommend,Leo L.,Yes,2022-03-25
Python for Beginners,Books,38.84,33.41,5,131,Worth every penny,Jack O.,No,2022-05-25
Toaster Oven Digital,Home & Kitchen,88.95,88.95,5,205,Very satisfied,Rachel C.,Yes,2023-09-15
Mechanical Keyboard RGB,Electronics,117.84,105.86,4,13,Best purchase ever,Grace X.,Yes,2022-06-09
Slim Fit Jeans,Clothing,69.21,69.19,3,173,Decent product,Olivia X.,Yes,2023-03-19
Air Fryer 5L,Home & Kitchen,140.17,126.89,5,164,Worth every penny,Nick Z.,Yes,2024-11-29
Smart Watch X200,Electronics,142.99,142.99,5,164,Very satisfied,Olivia J.,Yes,2022-07-18
Power Bank 20000mAh,Electronics,150.14,112.69,5,185,Love it!,Frank Z.,Yes,2022-07-27
Python for Beginners,Books,12.3,11.43,3,225,Does the job,Nick X.,Yes,2023-04-19
Seat Cushion Memory Foam,Automotive,112.58,84.71,4,326,Exceeded expectations,Nick E.,Yes,2024-12-24
The Lean Startup,Books,24.62,24.62,1,62,Disappointed,Steve T.,Yes,2024-02-29
Hair Dryer Ionic,Beauty,29.02,29.02,5,348,Amazing quality,Charlie E.,Yes,2023-01-24
Jump Rope Speed,Sports,110.58,110.58,3,137,Does the job,Grace J.,No,2023-01-31
Winter Coat Warm,Clothing,29.64,29.64,5,16,Best purchase ever,Paul Q.,Yes,2024-12-13
Pull Up Bar Door,Sports,117.19,88.03,4,12,Love it!,Karen C.,Yes,2023-05-25
The Lean Startup,Books,33.75,27.05,5,81,Worth every penny,Steve Y.,Yes,2023-01-02
Water Bottle Insulated,Sports,55.22,52.43,5,307,Exceeded expectations,Mia C.,Yes,2024-04-30
Toaster Oven Digital,Home & Kitchen,136.23,130.42,5,245,Best purchase ever,Alice N.,Yes,2022-08-05
Winter Coat Warm,Clothing,31.91,31.91,4,310,Worth every penny,Iris N.,Yes,2024-01-04
Smart Watch X200,Electronics,116.83,91.06,1,145,Not worth it,Frank R.,Yes,2024-07-28
Puzzle 1000pc Nature,Toys,67.94,67.94,3,116,Average quality,Olivia W.,Yes,2024-05-24
Mechanical Keyboard RGB,Electronics,132.03,108.01,5,31,Best purchase ever,Steve Y.,Yes,2022-08-02
Remote Control Car,Toys,27.77,27.18,5,79,Best purchase ever,Eve G.,Yes,2022-12-08
Hair Dryer Ionic,Beauty,21.47,18.35,5,113,Very satisfied,Frank M.,No,2023-01-05
Toaster Oven Digital,Home & Kitchen,139.75,137.04,5,18,Love it!,Jack R.,Yes,2024-04-02
Jump Starter Portable,Automotive,177.82,169.73,5,49,Great product!,Paul B.,Yes,2024-10-30
Board Game Family,Toys,88.01,88.01,3,182,Average quality,Jack S.,Yes,2023-11-23
Yoga Mat Extra Thick,Sports,65.43,65.43,5,266,Exceeded expectations,Jack P.,Yes,2022-11-20
Cotton T-Shirt Classic,Clothing,55.57,43.87,4,1281,Great product!,Rachel X.,No,2024-12-29
Foam Roller Deep,Sports,21.42,21.42,4,540,Highly recommend,Olivia H.,Yes,2024-06-26
Power Bank 20000mAh,Electronics,120.01,120.01,5,205,Highly recommend,Alice Z.,Yes,2023-12-23
The Lean Startup,Books,27.25,22.36,2,109,Poor quality,Alice E.,No,2023-10-08
The Lean Startup,Books,31.71,31.71,3,202,Does the job,Iris J.,Yes,2023-10-27
Non-Stick Pan Set,Home & Kitchen,118.21,89.75,5,308,Best purchase ever,Paul D.,Yes,2024-02-01
Non-Stick Pan Set,Home & Kitchen,57.66,55.9,2,25,Not worth it,Jack N.,Yes,2024-04-24
Thinking Fast and Slow,Books,34.86,33.95,5,105,Best purchase ever,Frank P.,Yes,2024-05-31
Pull Up Bar Door,Sports,20.41,20.41,4,366,Great product!,Hank A.,Yes,2023-10-25
Puzzle 1000pc Nature,Toys,22.62,17.53,4,96,Best purchase ever,Diana Y.,No,2023-05-08
Laptop Stand Adjustable,Electronics,25.96,21.09,4,169,Great product!,Iris P.,No,2023-03-15
USB-C Hub 7-in-1,Electronics,153.78,153.78,4,177,Exceeded expectations,Charlie T.,Yes,2024-02-08
Smart Watch X200,Electronics,197.94,170.41,5,40,Great product!,Leo S.,Yes,2023-06-05
Face Moisturizer SPF,Beauty,18.78,18.78,4,89,Amazing quality,Paul S.,Yes,2024-01-08
The Lean Startup,Books,30.59,27.44,5,81,Best purchase ever,Nick I.,No,2024-07-15
Face Moisturizer SPF,Beauty,17.21,12.77,4,5,Best purchase ever,Paul W.,Yes,2024-07-05
USB-C Hub 7-in-1,Electronics,21.47,15.07,5,4,Amazing quality,Diana L.,Yes,2024-03-24
USB-C Hub 7-in-1,Electronics,34.95,31.9,5,356,Love it!,Quinn X.,Yes,2022-01-01
Resistance Bands Set,Sports,90.82,90.82,5,63,Love it!,Steve A.,Yes,2022-03-12
Vitamin C Serum,Beauty,46.82,46.82,4,145,Great product!,Iris F.,Yes,2023-08-06
Cotton T-Shirt Classic,Clothing,38.21,38.21,1,70,Poor quality,Steve B.,Yes,2022-02-03
Sports Socks Pack,Clothing,65.89,52.67,4,564,Exceeded expectations,Eve K.,Yes,2024-11-26
Wireless Earbuds Pro,Electronics,69.2,69.2,5,60,Best purchase ever,Olivia W.,Yes,2022-10-04
Board Game Family,Toys,14.25,14.03,2,112,Would not recommend,Eve L.,Yes,2023-09-11
Cotton T-Shirt Classic,Clothing,38.12,37.92,4,412,Worth every penny,Frank B.,Yes,2022-01-14
The Lean Startup,Books,18.99,18.99,5,368,Very satisfied,Iris L.,No,2023-09-08
Power Bank 20000mAh,Electronics,25.94,22.01,4,41,Love it!,Nick U.,Yes,2023-03-31
Makeup Brush Set,Beauty,19.81,14.62,5,324,Best purchase ever,Leo B.,Yes,2023-03-16
USB-C Hub 7-in-1,Electronics,176.23,164.62,3,122,Good for the price,Jack J.,Yes,2023-10-07
Python for Beginners,Books,35.55,35.55,2,131,Poor quality,Quinn U.,Yes,2022-02-14
Instant Pot 6Qt,Home & Kitchen,112.59,103.87,5,28,Highly recommend,Charlie Q.,Yes,2023-07-20
Knife Set Premium,Home & Kitchen,68.8,50.87,4,16,Great product!,Grace Y.,No,2024-11-13
Board Game Family,Toys,54.72,51.32,5,260,Love it!,Frank Y.,Yes,2022-11-13
Yoga Pants Flex,Clothing,24.74,24.74,4,137,Best purchase ever,Diana T.,Yes,2022-07-13
Blender High Speed,Home & Kitchen,145.85,145.85,4,114,Exceeded expectations,Frank R.,Yes,2022-03-19
USB-C Hub 7-in-1,Electronics,99.02,99.02,5,261,Amazing quality,Karen K.,No,2024-07-31
Formal Shirt White,Clothing,15.21,10.88,5,290,Worth every penny,Jack I.,Yes,2023-12-30
Bluetooth Speaker Mini,Electronics,150.99,125.16,5,34,Highly recommend,Leo D.,Yes,2022-11-16
Clean Code,Books,20.56,14.44,4,188,Amazing quality,Rachel S.,Yes,2022-10-11
Winter Coat Warm,Clothing,30.03,23.56,5,29,Love it!,Leo E.,Yes,2023-06-27
Stuffed Animal Bear,Toys,21.4,21.4,4,278,Exceeded expectations,Alice E.,Yes,2024-01-22
Laptop Stand Adjustable,Electronics,171.51,151.84,2,213,Disappointed,Quinn J.,No,2023-05-27
Cotton T-Shirt Classic,Clothing,34.13,25.8,5,627,Great product!,Leo Y.,Yes,2023-04-23
Running Jacket Lite,Clothing,75.62,75.62,3,14,Okay product,Paul N.,Yes,2023-06-09
Science Kit Kids,Toys,22.79,22.79,5,11,Amazing quality,Karen F.,Yes,2023-09-08
Shampoo Argan Oil,Beauty,38.82,38.82,4,66,Worth every penny,Diana G.,No,2022-07-08
